"LOCATION","Country","SUB","Subject","YEA","Year",Value,Flags
"FIN","Finland","INFMORTY_G1A","Neonatal infant mortality rates ","2011","2011",1.6,
"FIN","Finland","MATHTREND_T1A","Mean score in mathematics","2012","2012",518.7503353,
"FIN","Finland","SOXNOX_T1A","Sulphur oxides emissions","2010","2010",66.641,
"FIN","Finland","SOXNOX_T1A","Sulphur oxides emissions","2011","2011",60.65,
"FIN","Finland","SOXNOX_T1A","Sulphur oxides emissions","2012","2012",51.991,
"FIN","Finland","REGDISPUNEMP_G1","Gini index of regional unemployment rates","2012","2012",0.26,
"FIN","Finland","EDUTEREXPND_T1A","Expenditures on tertiary education institutions, spending per student","2010","2010",16713.87,
"FIN","Finland","SUICID_G1","Suicide rates","2010","2010",17.3,
"FIN","Finland","SUICID_G1","Suicide rates","2011","2011",16.4,
"FIN","Finland","OBESITY_G1A","Obesity rate among the adult population","2011","2011",16.6,
"FIN","Finland","POPGEO_G1","Share of national population in the ten per cent of regions with the largest population","2012","2012",36.87,
"FIN","Finland","AGEDPOPGEO_G1","Elderly population","2012","2012",18.14,
"FIN","Finland","TERTIARY_T1A","Population aged 25-34 below upper secondary educational attainment","2011","2011",9.84,
"FIN","Finland","TERTIARY_T1B","Population aged 25-34 upper secondary and post-secondary non-tertiary","2011","2011",9.84,
"FIN","Finland","AGEDPOPGEO_G2A","Regional elderly population: Maximum","2012","2012",2.54,
"FIN","Finland","AGEDPOPGEO_G2B","Regional elderly population: Country average","2012","2012",1.83,
"FIN","Finland","AGEDPOPGEO_G2C","Regional elderly population: Minimum","2012","2012",1.04,
"FIN","Finland","POPGEO_G2A","Percentage of urban population by city size: Small urban areas","2012","2012",23.82,
"FIN","Finland","POPGEO_G2B","Percentage of urban population by city size: Medium-sized urban areas","2012","2012",24,
"FIN","Finland","POPGEO_G2C","Percentage of urban population by city size: Metropolitan areas","2012","2012",52.18,
"FIN","Finland","POPGEO_G2D","Percentage of urban population by city size: Large metropolitan areas","2012","2012",0,
"FIN","Finland","WASTE_T1B","Total amount generated municipal waste","2010","2010",2519,
"FIN","Finland","WASTE_T1B","Total amount generated municipal waste","2011","2011",2719,
"FIN","Finland","OBESITY_G1B","Obesity rate among the adult population: women","2011","2011",16,
"FIN","Finland","ODA_T1B","Net official development assistance, millions of US dollars","2010","2010",1332.95,
"FIN","Finland","ODA_T1B","Net official development assistance, millions of US dollars","2011","2011",1406.04,
"FIN","Finland","ODA_T1B","Net official development assistance, millions of US dollars","2012","2012",1319.71,
"FIN","Finland","EDUTEREXPND_T1B","Expenditure on tertiary educational institutions, index","2010","2010",116.18,
"FIN","Finland","REGDISPUNEMP_G2A","Regional variation of the youth unemployment rate: maximum","2012","2012",22.18,
"FIN","Finland","REGDISPUNEMP_G2B","Regional variation of the youth unemployment rate: minimum","2012","2012",11.76,
"FIN","Finland","REGDISPUNEMP_G2C","Regional variation of the youth unemployment rate: maximum-minimum","2012","2012",10.42,
"FIN","Finland","SOXNOX_T1B","Nitrogen oxides emissions","2010","2010",165.545,
"FIN","Finland","SOXNOX_T1B","Nitrogen oxides emissions","2011","2011",155.178,
"FIN","Finland","SOXNOX_T1B","Nitrogen oxides emissions","2012","2012",145.565,
"FIN","Finland","MATHTREND_T1B","Annualised change in mathematics across PISA assessments","2012","2012",-2.838668746,
"FIN","Finland","INFMORTY_G1B","Post-neonatal infant mortality rates ","2011","2011",0.8,
"FIN","Finland","DOCTOR_G2A","General practitioners as a percentage of total physicians","2010","2010",34.5,
"FIN","Finland","DOCTOR_G2A","General practitioners as a percentage of total physicians","2011","2011",35.7,
"FIN","Finland","DOCTOR_G2B","Specialists as a percentage of total physicians","2010","2010",45.98,
"FIN","Finland","DOCTOR_G2B","Specialists as a percentage of total physicians","2011","2011",44.4,
"FIN","Finland","DOCTOR_G2C","Other physicians as a percentage of total physicians","2010","2010",19.52,
"FIN","Finland","DOCTOR_G2C","Other physicians as a percentage of total physicians","2011","2011",19.9,
"FIN","Finland","PISA_T1J","Standard error on the science scale in PISA 2012: women","2012","2012",2.28410483,
"FIN","Finland","TEACHERS_T1B","Teachers'starting salary,minimum training","2011","2011",30586.61,
"FIN","Finland","PRODINCOM_G2A","Levels of GDP per capita and labour productivity - Percentage gap with respect to US GDP per capita","2012","2012",-26,
"FIN","Finland","PRODINCOM_G2B","Levels of GDP per capita and labour productivity - Effect of labour utilisation","2012","2012",-24,
"FIN","Finland","PRODINCOM_G2C","Levels of GDP per capita and labour productivity - Percentage gap with respect to US GDP per hour worked","2012","2012",-3,
"FIN","Finland","PISA_T1K","Mean scores on the science scale in PISA 2012: men","2012","2012",537.4362398,
"FIN","Finland","TEACHERS_T1C","Teachers'salary after 10 years of experience,minimum training","2011","2011",35741.79,
"FIN","Finland","SMOKE_G3B","Adult population smoking daily: females","2010","2010",23.2,
"FIN","Finland","SMOKE_G3B","Adult population smoking daily: females","2011","2011",21.9,
"FIN","Finland","SMOKE_G3B","Adult population smoking daily: females","2012","2012",20.9,
"FIN","Finland","SMOKE_G3A","Adult population smoking daily: males","2010","2010",15.7,
"FIN","Finland","SMOKE_G3A","Adult population smoking daily: males","2011","2011",14.8,
"FIN","Finland","SMOKE_G3A","Adult population smoking daily: males","2012","2012",14,
"FIN","Finland","DOCTOR_G3","Medical graduates","2012","2012",14.59,
"FIN","Finland","DOCTOR_G3","Medical graduates","2010","2010",11.24,
"FIN","Finland","DOCTOR_G3","Medical graduates","2011","2011",11.53,
"FIN","Finland","NURSE_G3","Nursing graduates","2010","2010",62.8,
"FIN","Finland","NURSE_G3","Nursing graduates","2011","2011",63.66,
"FIN","Finland","NURSE_G3","Nursing graduates","2012","2012",66.38,
"FIN","Finland","MATHTREND_T1C","All students","2012","2012",-25.53885169,
"FIN","Finland","INFMORTY_G2","Infant mortality","2010","2010",2.3,
"FIN","Finland","INFMORTY_G2","Infant mortality","2011","2011",2.4,
"FIN","Finland","INFMORTY_G2","Infant mortality","2012","2012",2.4,
"FIN","Finland","GREENHOUSE","Greenhouse gas emissions","2010","2010",74551.434,
"FIN","Finland","GREENHOUSE","Greenhouse gas emissions","2011","2011",67033.434,
"FIN","Finland","EDUTEREXPND_T1C","Expenditure on tertiary educational institutions,number of students","2010","2010",98.87,
"FIN","Finland","OBESITY_G1C","Obesity rate among the adult population: men","2011","2011",17.5,
"FIN","Finland","POPGEO_G3A","Distribution of the national population into urban regions","2012","2012",28.68,
"FIN","Finland","POPGEO_G3B","Distribution of the national population into intermediate regions","2012","2012",12.02,
"FIN","Finland","POPGEO_G3C","Distribution of the national population into rural regions","2012","2012",59.3,
"FIN","Finland","AGEDPOPGEO_G3A","Elderly dependency rate in urban regions","2012","2012",21.3,
"FIN","Finland","AGEDPOPGEO_G3B","Elderly dependency rate","2012","2012",27.73,
"FIN","Finland","AGEDPOPGEO_G3C","Elderly dependency rate in rural regions","2012","2012",30.4,
"FIN","Finland","TERTIARY_T1C","Population aged 25-34 tertiary education","2011","2011",39.37,
"FIN","Finland","TERTIARY_T1D","Population aged 25-64 below upper secondary educational attainment","2011","2011",16.27,
"FIN","Finland","POPGEO_G4A","Distribution of the national area into urban regions","2012","2012",2.99,
"FIN","Finland","POPGEO_G4B","Distribution of the national area into intermediate regions","2012","2012",5.2,
"FIN","Finland","POPGEO_G4C","Distribution of the national area into rural regions","2012","2012",91.8,
"FIN","Finland","EDUTEREXPND_T1D","Expenditure on tertiary educational institutions, per student, index","2010","2010",117.51,
"FIN","Finland","MATHTREND_T1D","Boys","2012","2012",-30.61128269,
"FIN","Finland","TEACHERS_T1D","Teachers'salary after 15 years of experience, minimum training","2011","2011",37886.28,
"FIN","Finland","PISA_T1L","Standard error on the science scale in PISA 2012: men","2012","2012",2.97814313,
"FIN","Finland","PISA_T1A","Mean scores on the mathematics scale in PISA 2012: women","2012","2012",520.1854806,
"FIN","Finland","TEACHERS_T1E","Teachers'salary at top of scale,minimum training","2011","2011",40159.5,
"FIN","Finland","MATHTREND_T1E","Girls","2012","2012",-20.41144688,
"FIN","Finland","EDUTEREXPND_T1E","Expenditure on tertiary educational institutions, share of public sources","2010","2010",95.94,
"FIN","Finland","TERTIARY_T1E","Population aged 25-64 upper secondary and post-secondary non-tertiary","2011","2011",9.84,
"FIN","Finland","REGDISPLABOUR_G3A","Regional difference in the employment rate: maximum","2011","2011",78.16,
"FIN","Finland","REGDISPLABOUR_G3B","Regional difference in the employment rate: minimum","2011","2011",63.98,
"FIN","Finland","TERTIARY_T1F","Population aged 25-64 tertiary education","2011","2011",39.31,
"FIN","Finland","EDUTEREXPND_T1F","Expenditure on tertiary educational institutions, share of private sources","2010","2010",4.05,
"FIN","Finland","MATHTREND_T1F","Share of students below proficiency Level 2","2012","2012",5.50871183,
"FIN","Finland","PISA_T1B","Standard error on the mathematics scale in PISA 2012: women","2012","2012",2.159089549,
"FIN","Finland","PISA_T1C","Mean scores on the mathematics scale in PISA 2012: men","2012","2012",517.3908854,
"FIN","Finland","MATHTREND_T1G","Share of students at proficiency Level 5 or above","2012","2012",-8.133470644,
"FIN","Finland","NETMIGR_T1G","Total","2010","2010",18.212,
"FIN","Finland","NETMIGR_T1G","Total","2011","2011",20.416,
"FIN","Finland","REGDISPLABOUR_G3C","Regional difference in the employment rate: country average","2011","2011",68.2,
"FIN","Finland","EXEDULV_T1H","Share of private sources","2010","2010",15.3,
"FIN","Finland","PISA_T1D","Standard error on the mathematics scale in PISA 2012: men","2012","2012",2.627487257,
"FIN","Finland","PISA_T1E","Mean scores on the reading scale in PISA 2012: women","2012","2012",555.708154,
"FIN","Finland","PISA_T1F","Standard error on the reading scale in PISA 2012: women","2012","2012",2.377240879,
"FIN","Finland","EVOPOP_T1","Population levels","2010","2010",5363.351,
"FIN","Finland","EVOPOP_T1","Population levels","2011","2011",5388.272,
"FIN","Finland","EVOPOP_T1","Population levels","2012","2012",5413.971,B
"FIN","Finland","EVOPOP_T1","Population levels","2013","2013",5426.972,
"FIN","Finland","EVOPOP_T1","Population levels","2014","2014",5452.773,
"FIN","Finland","PISA_T1H","Standard error on the reading scale in PISA 2012: men","2012","2012",3.145084184,
"FIN","Finland","EVOPOP_T2","Population growth rates","2010","2010",0.4585427,
"FIN","Finland","EVOPOP_T2","Population growth rates","2011","2011",0.4646442,
"FIN","Finland","EVOPOP_T2","Population growth rates","2012","2012",0.4769433,B
"FIN","Finland","EVOPOP_T4","Working age population","2010","2010",66.1943,
"FIN","Finland","EVOPOP_T4","Working age population","2011","2011",65.69416,
"FIN","Finland","EVOPOP_T4","Working age population","2012","2012",65.10687,
"FIN","Finland","EVOPOP_T3","Total fertility rates","2010","2010",1.87, 
"FIN","Finland","EVOPOP_T3","Total fertility rates","2011","2011",1.83, 
"FIN","Finland","EVOPOP_T3","Total fertility rates","2012","2012",1.8,
"FIN","Finland","AGEING_T1A","Youth population (under the age of 15)","2010","2010",16.55681,
"FIN","Finland","AGEING_T1A","Youth population (under the age of 15)","2011","2011",16.48635,
"FIN","Finland","AGEING_T1A","Youth population (under the age of 15)","2012","2012",16.44241,B
"FIN","Finland","AGEING_T1A","Youth population (under the age of 15)","2013","2013",16.42793,
"FIN","Finland","AGEING_T1A","Youth population (under the age of 15)","2014","2014",16.44261,
"FIN","Finland","AGEING_T1B","Elderly population (age 65 and over)","2014","2014",19.40405,
"FIN","Finland","AGEING_T1B","Elderly population (age 65 and over)","2010","2010",17.26049,
"FIN","Finland","AGEING_T1B","Elderly population (age 65 and over)","2011","2011",17.82279,
"FIN","Finland","AGEING_T1B","Elderly population (age 65 and over)","2012","2012",18.45072,B
"FIN","Finland","AGEING_T1B","Elderly population (age 65 and over)","2013","2013",18.77931,
"FIN","Finland","MIGFORPOP_T1A","Foreign-born population","2011","2011",4.9,
"FIN","Finland","MIGFORPOP_T1B","Foreign population","2011","2011",16.4,
"FIN","Finland","MIGFORPOP_T1C","Foreign-born nationals","2011","2011",46.3,
"FIN","Finland","NETMIGR_T1C","Permanent inflows by category of entry: accompanying family of workers","2010","2010",0,
"FIN","Finland","NETMIGR_T1C","Permanent inflows by category of entry: accompanying family of workers","2011","2011",0,
"FIN","Finland","NETMIGR_T1E","Permanent inflows by category of entry: humanitarian","2010","2010",3.168207,
"FIN","Finland","NETMIGR_T1E","Permanent inflows by category of entry: humanitarian","2011","2011",2.24055,
"FIN","Finland","NETMIGR_T1D","Permanent inflows by category of entry: family","2010","2010",6.238145,
"FIN","Finland","NETMIGR_T1D","Permanent inflows by category of entry: family","2011","2011",7.843696,
"FIN","Finland","NETMIGR_T1B","Permanent inflows by category of entry: free movements","2010","2010",7.101,
"FIN","Finland","NETMIGR_T1B","Permanent inflows by category of entry: free movements","2011","2011",8.429,
"FIN","Finland","NETMIGR_T1A","Permanent inflows by category of entry: work","2010","2010",1.052138,
"FIN","Finland","NETMIGR_T1A","Permanent inflows by category of entry: work","2011","2011",1.151574,
"FIN","Finland","NETMIGR_T1F","Permanent inflows by category of entry: Other","2010","2010",0.652509,
"FIN","Finland","NETMIGR_T1F","Permanent inflows by category of entry: Other","2011","2011",0.751181,
"FIN","Finland","MIGEDUEMP_T1A","Employment rates of native-born  population by educational attainment: low","2010","2010",55.932,
"FIN","Finland","MIGEDUEMP_T1A","Employment rates of native-born  population by educational attainment: low","2011","2011",55.209,
"FIN","Finland","MIGEDUEMP_T1A","Employment rates of native-born  population by educational attainment: low","2012","2012",54.12,
"FIN","Finland","MIGEDUEMP_T1B","Employment rates of native-born  population by educational attainment: High","2010","2010",83.85,
"FIN","Finland","MIGEDUEMP_T1B","Employment rates of native-born  population by educational attainment: High","2011","2011",85.27,
"FIN","Finland","MIGEDUEMP_T1B","Employment rates of native-born  population by educational attainment: High","2012","2012",84.829,
"FIN","Finland","MIGEDUEMP_T1C","Employment rates of native-born  population by educational attainment: Total","2010","2010",74.622,
"FIN","Finland","MIGEDUEMP_T1C","Employment rates of native-born  population by educational attainment: Total","2011","2011",75.871,
"FIN","Finland","MIGEDUEMP_T1C","Employment rates of native-born  population by educational attainment: Total","2012","2012",75.707,
"FIN","Finland","MIGEDUEMP_T1D","Employment rates of foreign-born  population by educational attainment: low","2010","2010",57.479,
"FIN","Finland","MIGEDUEMP_T1D","Employment rates of foreign-born  population by educational attainment: low","2011","2011",55.987,
"FIN","Finland","MIGEDUEMP_T1D","Employment rates of foreign-born  population by educational attainment: low","2012","2012",58.402,
"FIN","Finland","MIGEDUEMP_T1E","Employment rates of foreign-born  population by educational attainment: High","2010","2010",76.547,
"FIN","Finland","MIGEDUEMP_T1E","Employment rates of foreign-born  population by educational attainment: High","2011","2011",73.393,
"FIN","Finland","MIGEDUEMP_T1E","Employment rates of foreign-born  population by educational attainment: High","2012","2012",71.015,
"FIN","Finland","MIGEDUEMP_T1F","Employment rates of foreign-born  population by educational attainment: Total","2010","2010",68.722,
"FIN","Finland","MIGEDUEMP_T1F","Employment rates of foreign-born  population by educational attainment: Total","2011","2011",64.977,
"FIN","Finland","MIGEDUEMP_T1F","Employment rates of foreign-born  population by educational attainment: Total","2012","2012",67.598,
"FIN","Finland","MIGUNEMP_T1A","Unemployment rates of native-born populations: Men","2010","2010",8.95,
"FIN","Finland","MIGUNEMP_T1A","Unemployment rates of native-born populations: Men","2011","2011",8.306,
"FIN","Finland","MIGUNEMP_T1A","Unemployment rates of native-born populations: Men","2012","2012",8.173,
"FIN","Finland","MIGUNEMP_T1B","Unemployment rates of foreign-born populations: Men","2010","2010",16.434,
"FIN","Finland","MIGUNEMP_T1B","Unemployment rates of foreign-born populations: Men","2011","2011",14.695,
"FIN","Finland","MIGUNEMP_T1B","Unemployment rates of foreign-born populations: Men","2012","2012",14.693,
"FIN","Finland","MIGUNEMP_T1C","Unemployment rates of native-born populations: Women","2010","2010",7.592,
"FIN","Finland","MIGUNEMP_T1C","Unemployment rates of native-born populations: Women","2011","2011",6.901,
"FIN","Finland","MIGUNEMP_T1C","Unemployment rates of native-born populations: Women","2012","2012",6.676,
"FIN","Finland","MIGUNEMP_T1D","Unemployment rates of foreign-born populations: Women","2010","2010",10.48,
"FIN","Finland","MIGUNEMP_T1D","Unemployment rates of foreign-born populations: Women","2011","2011",13.263,
"FIN","Finland","MIGUNEMP_T1D","Unemployment rates of foreign-born populations: Women","2012","2012",17.101,
"FIN","Finland","MIGUNEMP_T1E","Unemployment rates of native-born populations: Total","2010","2010",8.29,
"FIN","Finland","MIGUNEMP_T1E","Unemployment rates of native-born populations: Total","2011","2011",7.629,
"FIN","Finland","MIGUNEMP_T1E","Unemployment rates of native-born populations: Total","2012","2012",7.448,
"FIN","Finland","MIGUNEMP_T1F","Unemployment rates of foreign-born populations: Total","2010","2010",13.762,
"FIN","Finland","MIGUNEMP_T1F","Unemployment rates of foreign-born populations: Total","2011","2011",14.003,
"FIN","Finland","MIGUNEMP_T1F","Unemployment rates of foreign-born populations: Total","2012","2012",15.854,
"FIN","Finland","SIZEGDP_T2","GDP per capita","2010","2010",36585.83,
"FIN","Finland","SIZEGDP_T2","GDP per capita","2011","2011",38617.729,
"FIN","Finland","SIZEGDP_T2","GDP per capita","2012","2012",38389.17,
"FIN","Finland","SIZEGDP_T2","GDP per capita","2013","2013",38256.335,
"FIN","Finland","EVOGDP_T1","Real GDP growth","2010","2010",3.3630323,
"FIN","Finland","EVOGDP_T1","Real GDP growth","2011","2011",2.8248516,
"FIN","Finland","EVOGDP_T1","Real GDP growth","2012","2012",-1.008067,
"FIN","Finland","EVOGDP_T1","Real GDP growth","2013","2013",-1.3794744,
"FIN","Finland","INVRATES_T1","Gross fixed capital formation","2010","2010",1.6507202,
"FIN","Finland","INVRATES_T1","Gross fixed capital formation","2011","2011",5.8060957,
"FIN","Finland","INVRATES_T1","Gross fixed capital formation","2012","2012",-0.81139208,
"FIN","Finland","INVRATES_T1","Gross fixed capital formation","2013","2013",-4.6223595,
"FIN","Finland","PRODGWTHGDP_T1B","GDP per Hour Worked","2012","2012",1.1, 
"FIN","Finland","PRODGWTHGDP_T1C","Labour Utilisation","2012","2012",0.1, 
"FIN","Finland","PRODGWTHGDP_T1A","GDP per capita","2012","2012",1.1, 
"FIN","Finland","PRODULC_T1","Unit labour costs, total economy","2010","2010",-1.727098,
"FIN","Finland","PRODULC_T1","Unit labour costs, total economy","2011","2011",2.674574,
"FIN","Finland","PRODULC_T1","Unit labour costs, total economy","2012","2012",4.556501,
"FIN","Finland","LABCOMPENS_T1","Labour compensation per unit labour input, total economy","2010","2010",1.47,
"FIN","Finland","LABCOMPENS_T1","Labour compensation per unit labour input, total economy","2011","2011",3.22,
"FIN","Finland","LABCOMPENS_T1","Labour compensation per unit labour input, total economy","2012","2012",3.31,
"FIN","Finland","VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","2010","2010",2.8837747,
"FIN","Finland","VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","2011","2011",2.8961362,
"FIN","Finland","VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","2012","2012",2.7163002,
"FIN","Finland","VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","2013","2013",2.8352352,
"FIN","Finland","VALADDAC_T1B","Value added in industry, including energy","2013","2013",18.729095,
"FIN","Finland","VALADDAC_T1B","Value added in industry, including energy","2010","2010",21.439316,
"FIN","Finland","VALADDAC_T1B","Value added in industry, including energy","2011","2011",20.28279,
"FIN","Finland","VALADDAC_T1B","Value added in industry, including energy","2012","2012",19.06792,
"FIN","Finland","VALADDAC_T1C","Value added in manufacturing","2010","2010",17.397146,
"FIN","Finland","VALADDAC_T1C","Value added in manufacturing","2011","2011",16.645253,
"FIN","Finland","VALADDAC_T1C","Value added in manufacturing","2012","2012",15.391965,
"FIN","Finland","VALADDAC_T1C","Value added in manufacturing","2013","2013",14.938719,
"FIN","Finland","VALADDAC_T1D","Value added in construction","2010","2010",6.7240936,
"FIN","Finland","VALADDAC_T1D","Value added in construction","2011","2011",6.7734301,
"FIN","Finland","VALADDAC_T1D","Value added in construction","2012","2012",6.9540188,
"FIN","Finland","VALADDAC_T1D","Value added in construction","2013","2013",6.8387369,
"FIN","Finland","VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","2010","2010",21.877732,
"FIN","Finland","VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","2011","2011",22.419697,
"FIN","Finland","VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","2012","2012",22.503205,
"FIN","Finland","VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","2013","2013",22.184991,
"FIN","Finland","VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","2011","2011",23.114376,
"FIN","Finland","VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","2012","2012",23.643059,
"FIN","Finland","VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","2013","2013",23.971503,
"FIN","Finland","VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","2010","2010",22.499357,
"FIN","Finland","VALADDAC_T1G","Value added in other services activities","2010","2010",24.575726,
"FIN","Finland","VALADDAC_T1G","Value added in other services activities","2011","2011",24.513571,
"FIN","Finland","VALADDAC_T1G","Value added in other services activities","2012","2012",25.115497,
"FIN","Finland","VALADDAC_T1G","Value added in other services activities","2013","2013",25.44044,
"FIN","Finland","EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","2010","2010",-3.9775094,
"FIN","Finland","EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","2011","2011",2.9277814,
"FIN","Finland","EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","2012","2012",-8.1753055,
"FIN","Finland","EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","2013","2013",2.6158788,
"FIN","Finland","EVOVA_T1B","Real value added in industry, including energy","2010","2010",10.514124,
"FIN","Finland","EVOVA_T1B","Real value added in industry, including energy","2011","2011",-0.61346557,
"FIN","Finland","EVOVA_T1B","Real value added in industry, including energy","2012","2012",-5.3315159,
"FIN","Finland","EVOVA_T1B","Real value added in industry, including energy","2013","2013",-2.5917575,
"FIN","Finland","EVOVA_T1D","Real value added in construction","2010","2010",9.7017841,
"FIN","Finland","EVOVA_T1D","Real value added in construction","2011","2011",3.1101614,
"FIN","Finland","EVOVA_T1D","Real value added in construction","2012","2012",-4.7662906,
"FIN","Finland","EVOVA_T1D","Real value added in construction","2013","2013",-2.6837524,
"FIN","Finland","EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","2010","2010",3.6307692,
"FIN","Finland","EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","2011","2011",5.2227404,
"FIN","Finland","EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","2012","2012",1.1858841,
"FIN","Finland","EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","2013","2013",-2.2489181,
"FIN","Finland","EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","2010","2010",-0.02830035,
"FIN","Finland","EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","2011","2011",4.0103994,
"FIN","Finland","EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","2012","2012",1.7606212,
"FIN","Finland","EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","2013","2013",-0.72155215,
"FIN","Finland","EVOVA_T1G","Real value added in other services activities","2010","2010",-0.20090428,
"FIN","Finland","EVOVA_T1G","Real value added in other services activities","2011","2011",0.40491697,
"FIN","Finland","EVOVA_T1G","Real value added in other services activities","2012","2012",-0.8796515,
"FIN","Finland","EVOVA_T1G","Real value added in other services activities","2013","2013",-0.66632539,
"FIN","Finland","SME_T1C","Number of employees in manufacturing in enterprises with less than 10 persons engaged","2010","2010",10.80899,
"FIN","Finland","SME_T1D","Number of employees in manufacturing in enterprises with 10-19 persons engaged","2010","2010",6.199778,
"FIN","Finland","SME_T1E","Number of employees in manufacturing in enterprises with 20-49 persons engaged","2010","2010",11.23917,
"FIN","Finland","SME_T1F","Number of employees in manufacturing in enterprises with 50-249 persons engaged","2010","2010",23.31399,
"FIN","Finland","SME_T1G","Number of employees in manufacturing in enterprises with 250 or more persons engaged","2010","2010",48.43808,
"FIN","Finland","SME_T1J","Number of enterprises in manufacturing with less than 10 persons engaged","2010","2010",82.56071,
"FIN","Finland","SME_T1K","Number of enterprises in manufacturing with 10-19 persons engaged","2010","2010",7.438505,
"FIN","Finland","SME_T1L","Number of enterprises in manufacturing with 20-49 persons engaged","2010","2010",5.562126,
"FIN","Finland","SME_T1M","Number of enterprises in manufacturing with 50-249 persons engaged","2010","2010",3.512299,
"FIN","Finland","SME_T1N","Number of enterprises in manufacturing with 250 or more persons engaged","2010","2010",0.9263639,
"FIN","Finland","NATINCCAP_T1","Gross national income per capita","2010","2010",37130.347,
"FIN","Finland","NATINCCAP_T1","Gross national income per capita","2011","2011",38718.189,
"FIN","Finland","NATINCCAP_T1","Gross national income per capita","2012","2012",38569.59,
"FIN","Finland","NATINCCAP_T1","Gross national income per capita","2013","2013",38481.393,
"FIN","Finland","HOUSINC_T1","Real household disposable income","2010","2010",2.7627501,
"FIN","Finland","HOUSINC_T1","Real household disposable income","2011","2011",0.37073295,
"FIN","Finland","HOUSINC_T1","Real household disposable income","2012","2012",-0.13476176,
"FIN","Finland","HOUSSAVE_T1","Household net saving rates","2010","2010",3.5575585,
"FIN","Finland","HOUSSAVE_T1","Household net saving rates","2011","2011",1.3282768,
"FIN","Finland","HOUSSAVE_T1","Household net saving rates","2012","2012",0.88209511,
"FIN","Finland","INCINEQUAL_T1A","Income inequality: Gini coefficient, level, late 2000s","2010","2010",0.264991,
"FIN","Finland","INCINEQUAL_T1A","Income inequality: Gini coefficient, level, late 2000s","2011","2011",0.2654187,
"FIN","Finland","INCINEQUAL_T1A","Income inequality: Gini coefficient, level, late 2000s","2012","2012",0.2605091,
"FIN","Finland","INCPOVERTY_T1A","Poverty rate 50%","2010","2010",0.074,
"FIN","Finland","INCPOVERTY_T1A","Poverty rate 50%","2011","2011",0.075,
"FIN","Finland","INCPOVERTY_T1A","Poverty rate 50%","2012","2012",0.066,
"FIN","Finland","INCPOVERTY_T1B","Poverty gap","2010","2010",0.039,
"FIN","Finland","INCPOVERTY_T1B","Poverty gap","2011","2011",0.04,
"FIN","Finland","INCPOVERTY_T1B","Poverty gap","2012","2012",0.03,
"FIN","Finland","INCPOVERTY_T1C","Poverty rate 50% of children (age 0-17)","2010","2010",0.078,
"FIN","Finland","INCPOVERTY_T1C","Poverty rate 50% of children (age 0-17)","2011","2011",0.076,
"FIN","Finland","INCPOVERTY_T1C","Poverty rate 50% of children (age 0-17)","2012","2012",0.071,
"FIN","Finland","INCPOVERTY_T1D","Poverty rate 50% of working-age population (age 18-65)","2010","2010",0.104,
"FIN","Finland","INCPOVERTY_T1D","Poverty rate 50% of working-age population (age 18-65)","2011","2011",0.115,
"FIN","Finland","INCPOVERTY_T1D","Poverty rate 50% of working-age population (age 18-65)","2012","2012",0.094,
"FIN","Finland","INCPOVERTY_T1E","Poverty rate 50% of retirement-age population (over 65)","2010","2010",0.212,
"FIN","Finland","INCPOVERTY_T1E","Poverty rate 50% of retirement-age population (over 65)","2011","2011",0.207,
"FIN","Finland","INCPOVERTY_T1E","Poverty rate 50% of retirement-age population (over 65)","2012","2012",0.217,
"FIN","Finland","INCINEQUAL_T1B","Income inequality: Gini coefficient, rank, late 2000s","2010","2010",5.6,
"FIN","Finland","INCINEQUAL_T1B","Income inequality: Gini coefficient, rank, late 2000s","2011","2011",5.6,
